Phrase	Snippet
IRM	IRM
IRP	IRP
IRR	IRR
Is	IS
Is	Is
ISA	ISA
Isactive	ISACTIVE
ISAF	ISAF
ISAFE	ISAFE
ISAM	ISAM
Isarchived	ISARCHIVED
ISDC	ISDC
ISDN	ISDN
Isequence	ISEQUENCE
Isequence	Isequence
Iservice	ISERVICE
Iservice	Iservice
ISIPLA	ISIPLA
ISM	ISM
ISMS	ISMS
ISMTE	ISMTE
ISO	ISO
Isobject	ISOBJECT
Isobject	Isobject
Isolation	ISOLATION
Isolation	Isolation
Isoptimised	ISOPTIMISED
Isoptimised	Isoptimised
Isoriginating	ISORIGINATING
Isoriginating	IsOriginating
ISP	ISP
Isper	ISPER
Isportal	ISPORTAL
Isprimary	ISPRIMARY
Isprivate	ISPRIVATE
Isprocessed	ISPROCESSED
Isprofile	ISPROFILE
Ispublished	ISPUBLISHED
Issue	ISSUE
Issue	Issue
Issued	ISSUED
Issued	Issued
Issuedate	Issuedate
Issuedate	ISSUEDATE
Issues	ISSUES
Issuing	ISSUING
Issuing	Issuing
Istore	ISTORE
Istore	Istore
IT	IT
Itable	ITABLE
Itable	Itable
ITC	ITC
Item	ITEM
Item	Item
Items	ITEMS
Items	Items
Itemset	ITEMSET
Itemset	Itemset
Itemspec	ITEMSPEC
Itemspec	Itemspec
Itemstatus	ITEMSTATUS
Itemstatus	Itemstatus
Itemstruct	ITEMSTRUCT
Itemstruct	Itemstruct
Iter	Iter
Iter	ITER
Iteration	ITERATION
Iteration	Iteration
Iterations	ITERATIONS
Iterations	Iterations
ITF	ITF
ITIL	ITIL
ITIN	ITIN
Itm	ITM
Itms	ITMS
Itransformation	ITRANSFORMATION
Itransformation	Itransformation
IV	IV
IVR	IVR
IWF	IWF
IWR	IWR
IX	IX
IXN	IXN
IXNUD	IXNUD
J	J
Jan	JAN
January	JANUARY
JAR	JAR
Java	JAVA
Java	Java
JE	JE
Jeo	JEO
Jeo	Jeo
Jeop	JEOP
Jeop	Jeop
Jeopardy	JEOPARDY
Jeopardy	Jeopardy
JGZZ	JGZZ
Jigsaw	JIGSAW
JL	JL
JM	JM
JMS	JMS
JMU	JMU
JNDI	JNDI
JO	JO
Job	JOB
Job	Job
Jobs	JOBS
Jobs	Jobs
Jobsafe	JOBSAFE
Jobsafe	Jobsafe
Join	JOIN
Join	Join
Joined	JOINED
Joined	Joined
Joint	JOINT
Jour	JOUR
Journal	JOURNAL
Journals	JOURNALS
JP	JP
JPY	JPY
JTF	JTF
Judgement	JUDGEMENT
Jul	JUL
July	JULY
Jun	JUN
June	JUNE
Justification	JUSTIFICATION
Justification	Justification
Justify	JUSTIFY
Justify	Justify
JVM	JVM
K	K
KAV	KAV
Kbps	KBPS
Keep	KEEP
Keep	Keep
Keeper	KEEPER
Keeper	Keeper
Kept	KEPT
Key	KEY
Key	Key
Keys	KEYS
Keys	Keys
Keyword	KEYWORD
Keyword	Keyword
Keywords	KEYWORDS
Kfactor	KFACTOR
Kfactor	Kfactor
Kick	KICK
Kick	Kick
Kickback	KICKBACK
Kickback	Kickback
Kind	KIND
Kind	Kind
Kit	KIT
Kit	Kit
KML	KML
KMS	KMS
KMZ	KMZ
Kn	KN
Kn	Kn
Knock	KNOCK
Know	KNOW
Know	Know
Knowledge	KNOWLEDGE
Knowledge	Knowledge
Known	KNOWN
Known	Known
KPI	KPI
KPIG	KPIG
KPIL	KPIL
KPIOEE	KPIOEE
KPIs	KPIs
KPIs	KPIS
L	L
L1	L1
L2	L2
L2C	L2C
L2TP	L2TP
L3	L3
L4	L4
LAAN	LAAN
Lab	LAB
Lab	Lab
Label	LABEL
Label	Label
Labels	LABELS
Labels	Labels
Labor	LABOR
Labor	Labor
Laborfil	LABORFIL
Laborfil	Laborfil
Laborfilter	LABORFILTER
Laborfilter	Laborfilter
Labour	LABOUR
LAC	LAC
LACP	LACP
Lading	LADING
Lading	Lading
Lag	LAG
Lag	Lag
Lags	LAGS
LALN	LALN
LAN	LAN
Land	LAND
Lang	LANG
Lang	Lang
Language	LANGUAGE
Language	Language
Languages	LANGUAGES
Languages	Languages
Lapse	LAPSE
Laptop	LAPTOP
Large	LARGE
LASA	LASA
Lase	LASE
Last	LAST
Last	Last
Lastcu	LASTCU
Lat	LAT
Lat	Lat
Late	LATE
Late	Late
Latency	LATENCY
Latency	Latency
Later	LATER
Later	Later
Latest	LATEST
Latest	Latest
Latestart	LATESTART
Latestart	Latestart
Latitude	LATITUDE
Latitude	Latitude
Latitudey	LATITUDEY
Latitudey	Latitudey
Lattitude	LATTITUDE
Lattitude	Lattitude
Launch	LAUNCH
Launch	Launch
Law	LAW
Layer	LAYER
Layers	LAYERS
Layout	LAYOUT
Layout	Layout
Layouts	LAYOUTS
LBL	LBL
Lbr	LBR
Lbr	Lbr
LBS	LBS
LCK	LCK
Lcktg	LCKTG
Lcktg	LckTg
LCM	LCM
LD	LD
LDAP	LDAP
LDAPS	LDAPS
Ldg	LDG
Ldg	Ldg
LDM	LDM
LDP	LDP
LE	LE
Lead	LEAD
Lead	Lead
Leadership	LEADERSHIP
Leadin	LEADIN
Leadin	Leadin
Leads	LEADS
Leadsource	LEADSOURCE
Leaf	LEAF
Leaf	Leaf
Learn	LEARN
Learned	LEARNED
Learned	Learned
Lease	LEASE
Lease	Lease
Leased	LEASED
Least	LEAST
Least	Least
Leave	LEAVE
Leave	Leave
Leaving	LEAVING
LEB	LEB
Lecontext	LECONTEXT
Lecontext	Lecontext
Ledger	LEDGER
Ledgers	LEDGERS
Left	LEFT
Left	Left
Legacy	LEGACY
Legacy	Legacy
Legal	LEGAL
Legend	LEGEND
Legend	Legend
Legislation	LEGISLATION
Len	LEN
Length	LENGTH
Length	Length
LEP	LEP
LER	LER
Less	LESS
Less	Less
Let	LET
Let	Let
Letter	LETTER
Lettertype	LETTERTYPE
Level	LEVEL
Level	Level
Leveling	LEVELING
Levels	LEVELS
Levels	Levels
Levelsys	LEVELSYS
Levelsys	LevelSys
LEX	LEX
Lexicon	Lexicon
Lexicon	LEXICON
LF	LF
LFN	LFN
LFNSE	LFNSE
LGA	LGA
Lgcl	LGCL
LGS	LGS
LI	LI
Liable	LIABLE
Lib	LIB
Lib	Lib
Library	LIBRARY
Library	Library
LIC	Lic
LIC	LIC
Licence	LICENCE
License	LICENSE
License	License
Licensed	LICENSED
Licensed	Licensed
Licensing	LICENSING
LIFD	LIFD
Life	LIFE
Life	Life
Lifecycle	LIFECYCLE
Lifecycle	Lifecycle
Lifespan	LIFESPAN
Lifespan	Lifespan
LIFO	LIFO
Lift	LIFT
Lifts	LIFTS
Light	LIGHT
Light	Light
Lightning	LIGHTNING
Like	LIKE
Likelihood	LIKELIHOOD
Likelihood	Likelihood
Likely	LIKELY
Limit	LIMIT
Limit	Limit
Limited	LIMITED
Limits	LIMITS
Limits	Limits
LIMS	LIMS
LIN	LIN
Line	LINE
Line	Line
Lineage	LINEAGE
Linear	LINEAR
Linear	Linear
Lines	LINES
Lines	Lines
Linestatus	LINESTATUS
Linestatus	Linestatus
Linestring	LINESTRING
Link	LINK
Link	Link
Linkages	LINKAGES
Linked	LINKED
Linked	Linked
Linkedin	LINKEDIN
Links	LINKS
Links	Links
Linkspeed	LINKSPEED
Linkspeed	Linkspeed
Liquidate	LIQUIDATE
List	LIST
List	List
Listed	LISTED
Listener	LISTENER
Listener	Listener
Listeners	LISTENERS
Listeners	Listeners
Listing	LISTING
Lists	LISTS
Lists	Lists
Literal	LITERAL
Literal	Literal
Live	LIVE
Live	Live
LJL	LJL
Lkup	LKUP
LL	LL
LMD	LMD
LMO	LMO
Lmoatt	LMOATT
Lmoatt	Lmoatt
LMS	LMS
LN	LN
LNDN	LNDN
LNI	LNI
Lnk	LNK
Lnk	Lnk
LNP	LNP
Lnr	LNR
Lnr	Lnr
LNS	LNS
Lnst	LNST
LO	LO
Load	LOAD
Load	Load
Loaded	LOADED
Loaded	Loaded
Loader	LOADER
Loader	Loader
Loading	LOADING
Loading	Loading
LOB	LOB
LOBS	LOBS
Loc	LOC
Loc	Loc
Local	LOCAL
Local	Local
Locale	LOCALE
Locale	Locale
Locales	LOCALES
Locality	LOCALITY
Locality	Locality
Localizable	LOCALIZABLE
Localizable	Localizable
Locally	LOCALLY
Locate	LOCATE
Located	LOCATED
Location	LOCATION
Location	Location
Locations	LOCATIONS
Locations	Locations
Locationsite	LOCATIONSITE
Locationsite	Locationsite
Locationspec	LOCATIONSPEC
Locationspec	Locationspec
Locator	LOCATOR
Lock	LOCK
Lock	Lock
Locked	LOCKED
Locked	Locked
Locking	LOCKING
Locoper	LOCOPER
Locoper	Locoper
Locprof	LOCPROF
Locprof	LocProf
LOD	LOD
Lodge	LODGE
Lodged	LODGED
Lodgement	LODGEMENT
Log	LOG
Log	Log
Logged	LOGGED
Logger	LOGGER
Logger	Logger
Logging	LOGGING
Logging	Logging
Logic	LOGIC
Logic	Logic
Logical	LOGICAL
Logical	Logical
Login	LOGIN
Login	Login
Logins	LOGINS
Logins	Logins
Logistics	LOGISTICS
Logo	LOGO
Logon	LOGON
Logon	Logon
LOMS	LOMS
Long	LONG
Long	Long
Longest	LONGEST
Longitude	LONGITUDE
Longitude	Longitude
Longitudex	LONGITUDEX
Longitudex	Longitudex
Longlat	LONGLAT
Longlist	LONGLIST
Longlist	Longlist
Lookup	LOOKUP
Lookup	Lookup
Lookups	LOOKUPS
Loop	LOOP
Loop	Loop
Loopthrough	LOOPTHROUGH
Lopping	LOPPING
LOS	LOS
Losing	LOSING
Loss	LOSS
Loss	Loss
Losses	LOSSES
Lost	LOST
Lot	LOT
Lot	Lot
LOV	LOV
Low	LOW
Low	Low
Lower	LOWER
Lower	Lower
Lowered	LOWERED
LP	LP
Lploc	LPLOC
Lploc	Lploc
LPN	LPN
Lprof	LPROF
Lprof	Lprof
LR	LR
LRM	LRM
LS	LS
LSD	LSD
Lsigoption	Lsigoption
Lsigoption	LSIGOPTION
LSP	LSP
LSS	LSS
Lst	LST
Lst	Lst
Lst	LST
LT	LT
LTD	LTD
LTE	LTE
LTM	LTM
LTO	LTO
LTR	LTR
LTSS	LTSS
Lunches	LUNCHES
Lvl	LVL
LW	LW
M	M
MA	MA
MAC	MAC
Macaddr	MACADDR
Macaddr	Macaddr
Macaddress	MACADDRESS
Macaddress	Macaddress
Machine	MACHINE
Machine	Machine
Machines	MACHINES
MAContact	MACONTACT
Made	MADE
Made	Made
Magnetic	MAGNETIC
Mail	MAIL
Mail	Mail
Mailing	MAILING
Main	MAIN
Main	Main
Maint	MAINT
Maint	Maint
Maintable	MAINTABLE
Maintable	Maintable
Maintain	MAINTAIN
Maintainable	MAINTAINABLE
Maintb	MAINTB
Maintb	Maintb
Maintenance	MAINTENANCE
Maintenance	Maintenance
Major	MAJOR
Major	Major
Make	MAKE
Make	Make
Maker	MAKER
MAN	MAN
Manage	MANAGE
Manage	Manage
Managed	MANAGED
Managed	Managed
Management	MANAGEMENT
Management	Management
Manager	MANAGER
Manager	Manager
Managers	MANAGERS
Manages	MANAGES
Managing	MANAGING
Mandatory	MANDATORY
Mandatory	Mandatory
Manu	MANU
Manu	Manu
Manual	MANUAL
Manual	Manual
Manually	MANUALLY
Manufacture	MANUFACTURE
Manufacturer	MANUFACTURER
Manufacturer	Manufacturer
Many	MANY
Map	MAP
Map	Map
MAPhone	MAPHONE
MapInfoTAB	MAPINFOTAB
Mapped	MAPPED
Mapped	Mapped
Mapping	MAPPING
Mapping	Mapping
Mappings	MAPPINGS
Maps	MAPS
Maps	Maps
MAR	MAR
March	MARCH
Margin	MARGIN
Margin	Margin
Marital	MARITAL
Mark	MARK
Mark	Mark
Marked	MARKED
Marked	Marked
Market	MARKET
Market	Market
Marketable	MARKETABLE
Marketing	MARKETING
Marketing	Marketing
Marks	MARKS
Marks	Marks
Mask	MASK
Mask	Mask
Masked	MASKED
Masked	Masked
Mass	MASS
Master	MASTER
Master	Master
Mastered	MASTERED
Mat	MAT
Mat	Mat
Match	MATCH
Match	Match
Matched	MATCHED
Matched	Matched
Material	MATERIAL
Material	Material
Materials	MATERIALS
Maternity	MATERNITY
Matl	MATL
Matl	Matl
Matrix	MATRIX
Matrix	Matrix
Mature	MATURE
Matured	MATURED
Maturity	MATURITY
MATV	MATV
Max	MAX
Max	Max
Maxim	MAXIM
Maxim	Maxim
Maximo	MAXIMO
Maximo	Maximo
Maximum	MAXIMUM
Maximum	Maximum
May	MAY
Maybe	MAYBE
Maybe	Maybe
MBO	MBO
MBOS	MBOS
MC	MC
MCI	MCI
MCLA	MCLA
MCN	MCN
MCU	MCU
MD5	MD5
MDA	MDA
Mdata	MDATA
MDC	MDC
MDDB	MDDB
MDF	MDF
MDM	MDM
MDT	MDT
MDU	MDU
Me	ME
MEA	MEA
Meaning	MEANING
Meaning	Meaning
Meas	MEAS
Meas	Meas
Measure	MEASURE
Measure	Measure
Measured	MEASURED
Measured	Measured
Measuredate	MEASUREDATE
Measuredate	Measuredate
Measurement	MEASUREMENT
Measurement	Measurement
Mech	MECH
Mech	Mech
Mechanical	MECHANICAL
Mechanism	MECHANISM
Media	MEDIA
Media	Media
Median	MEDIAN
Medical	MEDICAL
Medium	MEDIUM
Mega	MEGA
Member	MEMBER
Member	Member
Members	MEMBERS
Members	Members
Memberstatus	MEMBERSTATUS
Memo	MEMO
Memo	Memo
Memory	MEMORY
Memory	Memory
Mention	MENTION
Mentions	MENTIONS
Menu	MENU
Menu	Menu
Menus	MENUS
Menus	Menus
MEP	MEP
Merge	MERGE
Mergeable	MERGEABLE
Mergeable	Mergeable
Merging	MERGING
Merging	Merging
Message	MESSAGE
Message	Message
Messages	MESSAGES
Messages	Messages
Messaging	MESSAGING
Messaging	Messaging
Met	MET
Met	Met
Meta	META
Metadata	METADATA
Metadata	Metadata
Meter	METER
Meter	Meter
Meth	METH
Meth	Meth
Method	METHOD
Method	Method
Methodology	METHODOLOGY
Methods	METHODS
Metric	METRIC
Metric	Metric
Metrics	METRICS
Metro	METRO
Mfg	MFG
Mfg	Mfg
Mfmail	MFMAIL
Mfmail	Mfmail
Mfmailst	MFMAILST
Mfmailst	Mfmailst
MFT	MFT
Mgmt	MGMT
Mgmt	Mgmt
Mgr	MGR
Mgr	Mgr
Mgt	MGT
mHUB	MHUB
MI	MI
MIBWR	MIBWR
MICC	MICC
Mid	MID
Mid	Mid
Middle	MIDDLE
Middle	Middle
Mig	MIG
Migdisc	MIGDISC
Migrate	MIGRATE
Migrate	Migrate
Migrated	MIGRATED
Migrated	Migrated
Migration	MIGRATION
Migration	Migration
MIIWR	MIIWR
Mike	MIKE
Mileage	MILEAGE
Milestone	MILESTONE
Milestone	Milestone
Milestones	MILESTONES
Military	MILITARY
MIMA	MIMA
Mime	MIME
Mime	Mime
Min	MIN
Min	Min
Miner	MINER
Minimum	MINIMUM
Minimum	Minimum
Minor	MINOR
Minor	Minor
Mins	MINS
Minute	MINUTE
Minutes	MINUTES
Minutes	Minutes
MINV	MINV
MIP	MIP
MIPCR	MIPCR
MIPS	MIPS
MIPSW	MIPSW
Misalignment	MISALIGNMENT
Misc	MISC
Miss	MISS
Missed	MISSED
Missed	Missed
Missing	MISSING
Mission	MISSION
Mission	Mission
MIT	MIT
Mitigation	MITIGATION
Mixed	MIXED
Mktplc	MKTPLC
Mktplc	Mktplc
ML	ML
MM	MM
MMBR	MMBR
MME	MME
Movement	MMOVEMNT
MND	MND
Mnet	MNET
Mnet	Mnet
MNGS	MNGS
Mnth	MNTH
Mntskd	MNTSKD
Mntskd	Mntskd
mNTU	MNTU
MO	MO
MOB	MOB
Mobile	MOBILE
Mobile	Mobile
MOBO	MOBO
MOC	MOC
MoCA	MOCA
Mock	MOCK
Mock	Mock
Mocked	MOCKED
Mocked	Mocked
Mocrvlst	MOCRVLST
Mod	MOD
Modal	MODAL
Mode	MODE
Mode	Mode
Model	MODEL
Model	Model
Modem	MODEM
Modification	MODIFICATION
Modification	Modification
Modified	MODIFIED
Modified	Modified
Modifier	MODIFIER
Modifier	Modifier
Modify	MODIFY
Modify	Modify
Module	MODULE
Module	Module
Modules	MODULES
Modules	Modules
Monday	MONDAY
Monday	Monday
Monitor	MONITOR
Monitor	Monitor
Monitored	MONITORED
Monitored	Monitored
Month	MONTH
Month	Month
Monthly	MONTHLY
Monthp	MONTHP
Monthp	Monthp
Months	MONTHS
MOS	MOS
Most	MOST
Most	Most
Mount	MOUNT
Mount	Mount
Mounted	MOUNTED
Move	MOVE
Move	Move
Moved	MOVED
Moved	Moved
Movement	Movement
Movement	MOVEMENT
Movement	Movement
Moving	MOVING
Moving	Moving
MP	MP
MPLS	MPLS
MPM	MPM
MPO	MPO
MPPC	MPPC
MPQ	MPQ
MPS	MPS
MPT	MPT
MQ	MQ
MR	MR
MRC	MRC
Mrk	MRK
MRLA	MRLA
MRLALN	MRLALN
MRP	MRP
MRU	MRU
MS	MS
MSB	MSB
MSC	MSC
MSD	MSD
MSDS	MSDS
MSE	MSE
Msg	MSG
Msg	Msg
MSIM	MSIM
MSP	MSP
MSQ	MSQ
MSS	MSS
Mstr	MSTR
Mstr	Mstr
Mstr	MSTR
MSUS	MSUS
MTBF	MTBF
Mth	MTH
Mthd	MTHD
Mthd	Mthd
MTI	MTI
Mtl	MTL
Mtl	Mtl
MTL	MTL
MTM	MTM
MTOW	MTOW
MTP	MTP
MTTR	MTTR
MTU	MTU
Mult	MULT
Multi	MULTI
Multi	Multi
Multicast	MULTICAST
Multipart	MULTIPART
Multiple	MULTIPLE
Multiple	Multiple
Multiplier	MULTIPLIER
Multiplier	Multiplier
Must	MUST
Must	Must
Mutex	MUTEX
Mutex	Mutex
Mutually	MUTUALLY
MV	MV
MWO	MWO
MX	MX
My	MY
N	N
N10	N10
NA	NA
NA-C	NA-C
Naddr	NADDR
Name	NAME
Name	Name
Named	NAMED
Named	Named
Names	NAMES
Names	Names
Namesys	NAMESYS
Namesys	NameSys
NAMF	NAMF
NAP	NAP
NARA	NARA
NAT	NAT
National	NATIONAL
National	National
Nationality	NATIONALITY
Native	NATIVE
Native	Native
Natural	NATURAL
Natural	Natural
Nature	NATURE
NAUI	NAUI
Nav	NAV
Nav	Nav
Navi	NAVI
NB	NB
NBE	NBE
NBN	NBN
NBN360	NBN360
NBNCo	NBNCO
Nbr	NBR
NBV	NBV
NCAS	NCAS
NCC	NCC
NCF	NCF
ND	ND
NDA	NDA
NDB	NDB
NDD	NDD
NDMS	NDMS
NDS	NDS
Ndx	NDX
Ndx	Ndx
NDZ	NDZ
NE	NE
NEAD	NEAD
Nearest	NEAREST
Nearest	Nearest
Need	NEED
Need	Need
Needed	NEEDED
Needed	Needed
Needs	NEEDS
Neg	NEG
Negation	NEGATION
Negation	Negation
Negative	NEGATIVE
Negative	Negative
Negotiable	NEGOTIABLE
Negotiation	NEGOTIATION
Neighbor	NEIGHBOR
NEMO	NEMO
Nest	NEST
Nested	NESTED
Nested	Nested
Net	NET
Net	Net
Netezza	NETEZZA
Network	NETWORK
Network	Network
NetworkBoundary	NETWORKBOUNDARY
Never	NEVER
Never	Never
New	NEW
New	New
Newsletter	NEWSLETTER
NEX	NEX
Next	NEXT
Next	Next
nF	NF
NFAS	NFAS
NFF	NFF
NGOSS	NGOSS
NHAS	NHAS
NHRU	NHRU
NHUR	NHUR
NI	NI
NIA	NIA
NICI	NICI
Nickname	NICKNAME
NIP	NIP
NIPCRB	NIPCRB
NL	NL
NLS	NLS
NMI	NMI
NMO	NMO
NNI	NNI
No	NO
No	No
Noack	NOACK
Noack	NoAck
Noack	Noack
NOC	NOC
Node	NODE
Node	Node
Nodeb	NODEB
Nodes	NODES
Nodes	Nodes
Nodestatus	NODESTATUS
Nodestatus	Nodestatus
Nominal	NOMINAL
Nominate	NOMINATE
Non	NON
Non	Non
NOPS	NOPS
Nor	NOR
Norm	NORM
Normal	NORMAL
Normal	Normal
Normalize	NORMALIZE
Normalized	NORMALIZED
NOS	NOS
Nost	NOST
Nost	Nost
Not	NOT
Not	Not
Notable	NOTABLE
Note	NOTE
Note	Note
Noted	NOTED
Notes	NOTES
Notes	Notes
Noti	NOTI
Notice	NOTICE
Notice	Notice
Notification	NOTIFICATION
Notification	Notification
Notifications	NOTIFICATIONS
Notified	NOTIFIED
Notified	Notified
Notify	NOTIFY
Notify	Notify
Nov	NOV
November	NOVEMBER
Now	NOW
Now	Now
NPA	NPA
NPAMS	NPAMS
NPC	NPC
NPD	NPD
Nplaces	NPLACES
Nplaces	Nplaces
NPO	NPO
NPS	NPS
Npstd	NPSTD
Npstd	NpStd
Nr	NR
Nr	Nr
NRC	NRC
NREC	NREC
Nrsvm	NRSVM
Nrsvm	Nrsvm
NS	NS
NSAS	NSAS
NSI	NSI
NSMA	NSMA
NSO	NSO
NSOC	NSOC
NSP	NSP
NSS	NSS
NSW	NSW
NT	NT
NTADS	NTADS
NTC	NTC
NTD	NTD
NTDS	NTDS
NTF	NTF
NTU	NTU
NTW	NTW
Nub	NUB
Null	NULL
Null	Null
Nullable	NULLABLE
Nullable	Nullable
Nulls	NULLS
Nulls	Nulls
Num	NUM
Num	Num
Number	NUMBER
Number	Number
Numbered	NUMBERED
Numbering	NUMBERING
Numeric	NUMERIC
Numeric	Numeric
Nums	NUMS
NVL	NVL
NWAS	NWAS
NWK	NWK
NZCC	NZCC
O	O
OA	OA
OAM	OAM
OAN	OAN
Oasis	OASIS
OBB	OBB
OBIA	OBIA
OBIEE	OBIEE
Obj	OBJ
Obj	Obj
Object	OBJECT
Object	Object
Objection	OBJECTION
Objective	OBJECTIVE
Objects	OBJECTS
Objects	Objects
Objectstatus	OBJECTSTATUS
Objectstatus	Objectstatus
Obligatiion	OBLIGATIION
OBP	OBP
OBS	OBS
Observ	OBSERV
Observ	Observ
Observation	OBSERVATION
Observation	Observation
Observe	OBSERVE
Observed	OBSERVED
Obsolete	OBSOLETE
Obsolete	Obsolete
Oc	OC
Oc	Oc
Occupation	OCCUPATION
Occupied	OCCUPIED
Occur	OCCUR
Occurred	OCCURRED
Occurs	OCCURS
OCM	OCM
OCS	OCS
Oct	OCT
October	OCTOBER
OD	OD
Odd	ODD
Odd	Odd
ODF	ODF
ODI	ODI
ODM	ODM
ODME	ODME
ODN	ODN
ODS	ODS
ODU	ODU
OE	OE
Oeedate	OEEDATE
Oeedate	Oeedate
OEF	OEF
OES	OES
Of	OF
Of	Of
Of	of
Off	OFF
Off	Off
Offax	OFFAX
Offer	OFFER
Offered	OFFERED
Offering	OFFERING
Office	OFFICE
Officer	OFFICER
Offrng	OFFRNG
Offs	OFFS
Offset	OFFSET
Offset	Offset
Offshore	OFFSHORE
Offsite	OFFSITE
OH	OH
OH&S	OH&S
OHS	OHS
OHSE	OHSE
OHSRM	OHSRM
OIA	OIA
OID	Oid
OID	OID
OIF	OIF
Ok	OK
Ok	Ok
OKE	OKE
OLA	OLA
Old	OLD
Old	Old
OLR	OLR
OLSC	OLSC
OLT	OLT
OLTP	OLTP
OM	OM
Omax	OMAX
Omax	Omax
Omin	OMIN
Omin	Omin
OMMA	OMMA
OMP	OMP
OMS	OMS
On	ON
On	On
Onb	ONB
OnBehalf	ONBEHALF
Onboard	ONBOARD
Onboarded	ONBOARDED
Onboarding	ONBOARDING
Once	ONCE
Once	Once
One	ONE
One	One
Onerror	ONERROR
Onerror	Onerror
OnExit	ONEXIT
Ong	ONG
Ongoing	ONGOING
Online	ONLINE
Only	ONLY
Only	Only
ONSA	ONSA
Onsite	ONSITE
Onsite	Onsite
ONT	ONT
Ontask	ONTASK
Ontask	Ontask
Ontime	ONTIME
Ontime	Ontime
Ontrue	ONTRUE
Ontrue	OnTrue
ONU	ONU
Onwer	ONWER
OOB	OOB
OOTB	OOTB
Op	OP
Op	Op
OPAP	OPAP
Open	OPEN
Open	Open
Opened	OPENED
Opened	Opened
Opening	OPENING
Oper	OPER
Operand	OPERAND
Operate	OPERATE
Operating	OPERATING
Operation	OPERATION
Operation	Operation
Operational	OPERATIONAL
Operational	Operational
Operations	OPERATIONS
Operations	Operations
Operator	OPERATOR
Operator	Operator
Opex	OPEX
OPI	OPI
Opns	OPNS
Opns	Opns
OPP	OPP
Opportunities	OPPORTUNITIES
Opportunity	OPPORTUNITY
Oprg	OPRG
Oprg	Oprg
Oprge	OPRGE
Oprge	Oprge
Opt	OPT
Opt	Opt
Opted	OPTED
Optical	OPTICAL
Optimize	OPTIMIZE
Optimized	OPTIMIZED
Optimizer	OPTIMIZER
Optimizer	Optimizer
Option	OPTION
Option	Option
Optional	OPTIONAL
Optional	Optional
Options	OPTIONS
Options	Options
Optitap	OPTITAP
Optitip	OPTITIP
Optsnd	Optsnd
Optsnd	OPTSND
Optsndb	OPTSNDB
Or	OR
Or	Or
Ora	ORA
Oraccount	ORACCOUNT
Oracle	ORACLE
Oracle	Oracle
Orate	ORATE
Orate	Orate
ORC	ORC
Orcontact	ORCONTACT
Ord	ORD
Order	ORDER
Order	Order
Orderable	ORDERABLE
Ordered	ORDERED
Ordered	Ordered
Ordering	ORDERING
Ordering	Ordering
Orders	ORDERS
Orders	Orders
Ordersource	ORDERSOURCE
Orderspec	ORDERSPEC
Orderspec	Orderspec
Orderstatus	ORDERSTATUS
Ordinal	ORDINAL
Ordinal	Ordinal
Ordr	ORDR
Org	ORG
Org	Org
Organisation	ORGANISATION
Organisation	Organisation
Organization	ORGANIZATION
Organization	Organization
Orgnztn	ORGNZTN
Orgroup	ORGROUP
Orientation	ORIENTATION
Orientation	Orientation
Orig	ORIG
Orig	Orig
Orig	ORIG
Origin	ORIGIN
Origin	Origin
Original	ORIGINAL
Original	Original
Origination	ORIGINATION
Originator	ORIGINATOR
Originator	Originator
Orphan	ORPHAN
Orphan	Orphan
Orphaned	ORPHANED
Orphaned	Orphaned
ORR	ORR
ORS	ORS
OS	OS
OSA	OSA
OSAT	OSAT
OSC	OSC
OSI	OSI
OSLC	OSLC
OSNR	OSNR
OSP	OSP
OSPF	OSPF
OSS	OSS
OST	OST
Ostandard	OSTANDARD
Ostandard	Ostandard
OT	OT
Oth	OTH
Other	OTHER
Others	OTHERS
Otherstate	OTHERSTATE
Otherstreet	OTHERSTREET
Othrs	OTHRS
Othrs	Othrs
OTM	OTM
OTN	OTN
OTP	OTP
Out	OUT
Out	Out
Outage	OUTAGE
Outbound	OUTBOUND
Outbound	Outbound
Outcome	OUTCOME
Outcome	Outcome
Outcomes	OUTCOMES
Outdated	OUTDATED
Outer	OUTER
Outfile	OUTFILE
Outfile	Outfile
Outgoing	OUTGOING
Outgoing	Outgoing
Outlay	OUTLAY
Outliner	OUTLINER
Output	OUTPUT
Output	Output
Outputs	OUTPUTS
Outputs	Outputs
Outputstd	OUTPUTSTD
Outputstd	Outputstd
Outside	OUTSIDE
Outside	Outside
Outstanding	OUTSTANDING
Outstanding	Outstanding
Over	OVER
Over	Over
Overhaul	OVERHAUL
Overhaul	Overhaul
Overhead	OVERHEAD
Overhead	Overhead
Overheads	OVERHEADS
Overlap	OVERLAP
Overlapping	OVERLAPPING
Overlay	OVERLAY
Overload	OVERLOAD
Overload	Overload
Overridden	OVERRIDDEN
Override	OVERRIDE
Override	Override
Overrule	OVERRULE
Overrule	Overrule
Overwrite	OVERWRITE
Overwrite	Overwrite
OVN	OVN
OVPK	OVPK
OVR	OVR
Ovrd	OVRD
Ovrd	Ovrd
Ovrrd	OVRRD
Owe	OWE
Owed	OWED
Owed	Owed
Own	OWN
Own	Own
Owned	OWNED
Owner	OWNER
Owner	Owner
Ownership	OWNERSHIP
Ownership	Ownership
Owning	OWNING
Owning	Owning
P	P
P2H	P2H
P2P	P2P
P6	P6
PA	PA
Pace	PACE
Pace	Pace
Pack	PACK
Pack	Pack
Package	PACKAGE
Package	Package
Packages	PACKAGES
Packages	Packages
Packet	PACKET
